,ID,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers,Prompt
359,chal-360,Addition,Jake has <1> fewer peaches than Steven and <2> more peaches than Jill. Steven has <3> peaches. How many more peaches does Steven have than Jill?,( <1> + <2> ),"['<1>', '<2>', '<3>']","['9', '18', '16']",Jake has 9 fewer peaches than Steven and 18 more peaches than Jill. Steven has 16 peaches. How many more peaches does Steven have than Jill?
360,chal-361,Subtraction,Zachary did <1> push-ups and David did <2> push-ups in gym class today. How many more push-ups did Zachary do than David?,( <1> - <2> ),"['<1>', '<2>']","['51', '44']",Zachary did 51 push-ups and David did 44 push-ups in gym class today. How many more push-ups did Zachary do than David?
361,chal-362,Common-Division,<1> people can ride the Ferris wheel in paradise park at the same time. If the Ferris wheel has <2> seats How many people can each seat hold?,( <1> / <2> ),"['<1>', '<2>']","['16', '4']",16 people can ride the Ferris wheel in paradise park at the same time. If the Ferris wheel has 4 seats how many people can each seat hold?
362,chal-363,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of flour <2> cups of sugar and <3> cups of salt. She already put in <4> cups of flour. How many more cups of sugar than cups of salt does she need to add now?,( <2> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['6', '8', '7', '5']",Mary is baking a cake. The recipe calls for 6 cups of flour 8 cups of sugar and 7 cups of salt. She already put in 5 cups of flour. How many more cups of sugar than cups of salt does she need to add now?
363,chal-364,Subtraction,Paige raised <1> goldfish and <2> catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['16', '71', '2']",Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?
364,chal-365,Subtraction,Rachel picked <1> ripe apples from her tree. Now the tree has <2> apples still on it. If <3> of those are ripe and the rest are unripe How many unripe apples does the tree have now?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['7', '5', '3']",Rachel picked 7 ripe apples from her tree. Now the tree has 5 apples still on it. If 3 of those are ripe and the rest are unripe how many unripe apples does the tree have now?
365,chal-366,Addition,Zachary did <1> push-ups in gym class today. David did <2> more push-ups than zachary. How many push-ups did Zachary and David do altogether?,( ( <1> + <1> ) + <2> ),"['<1>', '<2>']","['44', '58']",Zachary did 44 push-ups in gym class today. David did 58 more push-ups than zachary. How many push-ups did Zachary and David do altogether?
366,chal-367,Common-Division,If Lewis earns a total of $ <1> during <2> weeks of harvest How much money does he earn each week?,( <1> / <2> ),"['<1>', '<2>']","['460', '5']",If Lewis earns a total of $ 460 during 5 weeks of harvest how much money does he earn each week?
367,chal-368,Subtraction,Because of the decision Sofia asked the students to suggest specific types of food. If <1> students suggested adding mashed potatoes <2> suggested adding bacon to the menu and <3> suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['228', '337', '23']",Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes how many more students suggested bacon than those that suggested tomatoes?
368,chal-369,Addition,Edward spent $ <1> to buy books and $ <2> to buy pens. Now he has $ <3>. How much did Edward spend on books and pens?,( <1> + <2> ),"['<1>', '<2>', '<3>']","['4', '3', '12']",Edward spent $ 4 to buy books and $ 3 to buy pens. Now he has $ 12. How much did Edward spend on books and pens?
369,chal-370,Addition,Edward spent $ <1>. Then he received $ <2> from his friend. Now he has $ <3>. How much did Edward have before he spent his money?,( ( <1> - <2> ) + <3> ),"['<1>', '<2>', '<3>']","['17', '10', '7']",Edward spent $ 17. Then he received $ 10 from his friend. Now he has $ 7. How much did Edward have before he spent his money?
370,chal-371,Subtraction,"Julia played tag with <1> kids on monday, <2> kids on tuesday and <1> kids on wednesday. How many more kids did she play with on monday than on tuesday?",( <1> - <2> ),"['<1>', '<2>', '<3>']","['9', '7', '96']","Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?"
371,chal-372,Subtraction,In a school there are <1> more girls than boys. If there are <2> girls How many boys are there in that school?,( <2> - <1> ),"['<1>', '<2>']","['402', '739']",In a school there are 402 more girls than boys. If there are 739 girls how many boys are there in that school?
372,chal-373,Subtraction,For Gwen's birthday she received <1> dollars from her mom. Her dad gave her <2> more dollars. If she spent <3> dollars. How much money did she still have?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['2', '4', '3']",For Gwen's birthday she received 2 dollars from her mom. Her dad gave her 4 more dollars. If she spent 3 dollars. How much money did she still have?
373,chal-374,Addition,"<1> red peaches, <2> yellow peaches and <3> green peaches are in the basket. How many red and green peaches are in the basket?",( <1> + <3> ),"['<1>', '<2>', '<3>']","['6', '90', '16']","6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket?"
374,chal-375,Subtraction,Randy has <1> blocks. He uses <2> blocks to build a tower and <3> blocks to build a house. How many more blocks did he use to build the tower than he did to build the house?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['37', '33', '13']",Randy has 37 blocks. He uses 33 blocks to build a tower and 13 blocks to build a house. How many more blocks did he use to build the tower than he did to build the house?
375,chal-376,Multiplication,The Razorback shop makes $ <1> dollars off each jersey and $ <2> off each t-shirt. During the Arkansas and Texas tech game they sold <3> t-shirts and 2 jerseys. How much money did they make from selling the jerseys?,( <1> * <4> ),"['<1>', '<2>', '<3>', '<4>']","['76', '204', '158', '2']",The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt. During the Arkansas and Texas tech game they sold 158 t-shirts and 2 jerseys. How much money did they make from selling the jerseys?
376,chal-377,Subtraction,Baker made <1> cakes. He bought <2> new cakes and sold <3> cakes. How many more cakes did baker sell than those he bought?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['8', '139', '145']",Baker made 8 cakes. He bought 139 new cakes and sold 145 cakes. How many more cakes did baker sell than those he bought?
377,chal-378,Subtraction,Jack received <1> emails and <2> letters in the morning. He then received 2 emails and <4> letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon?,( <2> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['6', '8', '2', '7']",Jack received 6 emails and 8 letters in the morning. He then received 2 emails and 7 letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon?
378,chal-379,Subtraction,Jake has <1> fewer peaches and <2> more apples than Steven. Steven has <3> peaches and <4> apples. How many more apples than peaches does Steven have?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['3', '10', '12', '15']",Jake has 3 fewer peaches and 10 more apples than Steven. Steven has 12 peaches and 15 apples. How many more apples than peaches does Steven have?
379,chal-380,Subtraction,Rachel had to complete <1> pages of math homework and <2> pages of reading homework. How many more pages of math homework than reading homework did she have?,( <1> - <2> ),"['<1>', '<2>']","['5', '2']",Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have?
380,chal-381,Common-Division,"Frank was reading through his favorite book. The book had <1> chapters, each with the same number of pages. It has a total of <2> pages. It took Frank <3> days to finish the book. How many pages did he read per day?",( <2> / <3> ),"['<1>', '<2>', '<3>']","['41', '450', '30']","Frank was reading through his favorite book. The book had 41 chapters, each with the same number of pages. It has a total of 450 pages. It took Frank 30 days to finish the book. How many pages did he read per day?"
381,chal-382,Subtraction,Jesse's room is <1> feet wide and <2> feet long. How much longer is her room than it is wide?,( <2> - <1> ),"['<1>', '<2>']","['19', '20']",Jesse's room is 19 feet wide and 20 feet long. How much longer is her room than it is wide?
382,chal-383,Common-Division,Frank was reading through some books. Each book had <1> pages and it took Frank <2> days to finish each book. How many pages did he read per day?,( <1> / <2> ),"['<1>', '<2>']","['249', '3']",Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?
383,chal-384,Subtraction,Paul got a box of <1> crayons and <2> erasers for his birthday. At the end of the school year he only had <3> crayons left while not having lost a single eraser. How many more erasers than crayons did he have left?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['601', '406', '336']",Paul got a box of 601 crayons and 406 erasers for his birthday. At the end of the school year he only had 336 crayons left while not having lost a single eraser. How many more erasers than crayons did he have left?
384,chal-385,Common-Division,The ring toss game at the carnival made <1> dollars in the first <2> days and <3> dollars in the remaining <4> days. How much did they make per day in the first <2> days at the carnival?,( <1> / <2> ),"['<1>', '<2>', '<3>', '<4>', '<5>']","['120', '20', '66', '16', '20']",The ring toss game at the carnival made 120 dollars in the first 20 days and 66 dollars in the remaining 16 days. How much did they make per day in the first 20 days at the carnival?
